date,client_id,total_consumption,avg_temperature,avg_humidity,temp_humid_interaction,day_counter,consumption_lag_1,consumption_lag_2,consumption_lag_3,consumption_lag_4,consumption_lag_7,consumption_lag_15,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,diff_lag_1,day_of_week_name,month,tipo_feriado
2023-01-01,C0000,18.64,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0003,13.66,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0033,14.37,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0059,17.9,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0096,16.72,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0032,14.21,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0060,20.47,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0031,11.36,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0061,16.11,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0062,11.43,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0095,14.2,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0004,11.67,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0030,16.98,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0063,12.57,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0029,12.58,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0064,7.23,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0028,14.86,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0065,19.51,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0094,10.4,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0066,10.11,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0058,12.6,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0034,17.16,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0057,13.08,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0056,15.48,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0048,18.5,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0099,16.1,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0041,14.82,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0049,19.73,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0001,23.44,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0040,12.58,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0050,13.91,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0039,9.53,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0051,9.15,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0005,18.96,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0098,22.52,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0052,14.69,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0053,8.04,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0002,16.69,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0037,15.23,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0054,19.95,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0036,15.48,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0055,12.59,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0097,14.03,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0035,12.41,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0038,19.84,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0067,21.28,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0026,16.92,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0068,8.33,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0079,16.13,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0090,15.82,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0008,17.59,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0016,7.83,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0080,13.0,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0081,15.12,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0015,17.23,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0082,19.51,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0014,8.59,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0017,20.8,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0083,16.16,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0013,12.63,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0084,10.54,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0009,14.63,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0012,14.38,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0085,13.73,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0086,13.67,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0011,12.97,25.65294117647059,57.188235294117646,1467.0464359861594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0087,20.18,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0088,21.74,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0089,10.63,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0047,7.61,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0078,7.66,25.773333333333333,55.733333333333334,1436.4337777777778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0091,19.77,27.51111111111111,58.37222222222223,1605.8846913580246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0025,8.54,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0069,13.99,27.090625,59.06875,1600.20935546875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
2023-01-01,C0093,13.3,25.994444444444444,64.75555555555555,1683.2846913580245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Feriado
